customer_id,region,acquisition_channel,churn_probability,risk_category,expected_clv_12m,clv_category,segment_name,revenue_at_risk
C101742,South,Organic Search,0.07129957,Low,166713.13,High,Mid-Value Occasional Shoppers,11886.5744823541
C101743,East,Social Media,0.9520536,High,420.46,Low,Low-Engagement / Dormant,400.300456656
C101744,West,Organic Search,0.8872799,High,3566.95,Low,Mid-Value Occasional Shoppers,3164.883039305
C101745,West,Organic Search,0.094322965,Low,283691.39,Very High,High-Value Loyalists,26758.61304977135
C101746,Central,Social Media,0.79925305,High,9591.82,Medium,Mid-Value Occasional Shoppers,7666.291390051
C101747,West,Direct,0.026086796,Low,207794.45,High,Mid-Value Occasional Shoppers,5420.6914270822
C101748,South,Referral,0.85152245,High,7112.67,Low,Low-Engagement / Dormant,6056.5981844415
C101749,North,Organic Search,0.4553335,Medium,21047.71,Medium,Mid-Value Occasional Shoppers,9583.727461285
C101750,North,Paid Ads,0.21376182,Low,55452.36,High,Mid-Value Occasional Shoppers,11853.5973968952
C101751,South,Referral,0.24615477,Low,48361.67,High,Mid-Value Occasional Shoppers,11904.4557556659
C101752,North,Organic Search,0.33374596,Medium,29497.34,Medium,Mid-Value Occasional Shoppers,9844.6180557464
C101753,South,Referral,0.9475192,High,982.53,Low,Low-Engagement / Dormant,930.966039576
C101754,West,Paid Ads,0.002299571,Low,896632.8,Very High,Mid-Value Occasional Shoppers,2061.8707845288
C101755,West,Email Marketing,0.9673707,High,856.41,Low,Low-Engagement / Dormant,828.465941187
C101756,South,Paid Ads,0.00086200057,Low,564343.94,Very High,High-Value Loyalists,486.46479795604574
C101757,East,Direct,0.091391645,Low,214831.31,High,High-Value Loyalists,19633.786818404948
C101758,North,Paid Ads,0.90750396,High,7296.21,Low,Mid-Value Occasional Shoppers,6621.3394679916
C101759,East,Referral,0.641342,High,24986.35,Medium,Mid-Value Occasional Shoppers,16024.795681699998
C101760,East,Organic Search,0.09195557,Low,117448.05,High,Mid-Value Occasional Shoppers,10800.0023831385
C101761,South,Social Media,0.00077916635,Low,1000074.09,Very High,High-Value Loyalists,779.2240784348714
C101762,South,Paid Ads,0.1480943,Low,257725.66,Very High,Mid-Value Occasional Shoppers,38167.70120973801
C101763,Central,Organic Search,0.002078091,Low,466242.04,Very High,Mid-Value Occasional Shoppers,968.8933871456398
C101764,East,Paid Ads,0.0023116309,Low,584219.36,Very High,Mid-Value Occasional Shoppers,1350.4995249542242
C101765,East,Organic Search,0.9132789,High,8276.3,Low,Mid-Value Occasional Shoppers,7558.570160069999
C101766,North,Direct,0.651532,High,14676.53,Medium,Mid-Value Occasional Shoppers,9562.22894396
C101767,North,Email Marketing,0.013405476,Low,181896.22,High,Mid-Value Occasional Shoppers,2438.40541170072
C101768,South,Referral,0.94507736,High,3142.35,Low,Low-Engagement / Dormant,2969.763842196
C101769,Central,Paid Ads,0.14555107,Low,161432.66,High,Mid-Value Occasional Shoppers,23496.6963959462
C101770,North,Organic Search,0.6621099,High,13000.11,Medium,Mid-Value Occasional Shoppers,8607.501532089002
C101771,South,Paid Ads,0.9472229,High,390.87,Low,Low-Engagement / Dormant,370.241014923
C101772,Central,Organic Search,0.10194346,Low,103741.71,High,Mid-Value Occasional Shoppers,10575.7888637166
C101773,East,Social Media,0.12734091,Low,113601.65,High,Mid-Value Occasional Shoppers,14466.1374885015
C101774,South,Email Marketing,0.026203252,Low,335597.85,Very High,High-Value Loyalists,8793.7550342082
C101775,East,Organic Search,0.3405148,Medium,67427.99,High,Mid-Value Occasional Shoppers,22960.228529252003
C101776,East,Organic Search,0.5907404,Medium,10653.91,Medium,Mid-Value Occasional Shoppers,6293.6950549640005
C101777,Central,Organic Search,0.76218665,High,21243.52,Medium,Mid-Value Occasional Shoppers,16191.527343008
C101778,North,Paid Ads,0.025105832,Low,247559.25,Very High,Mid-Value Occasional Shoppers,6215.180940546001
C101779,West,Organic Search,0.0009806859,Low,319731.95,Very High,High-Value Loyalists,313.556615144505
C101780,South,Paid Ads,0.89382,High,672.45,Low,Low-Engagement / Dormant,601.049259
C101781,West,Organic Search,0.05514094,Low,213343.92,High,Mid-Value Occasional Shoppers,11763.9842920848
C101783,West,Referral,0.84655124,High,17700.19,Medium,Low-Engagement / Dormant,14984.1177927356
C101784,Central,Direct,0.0014977262,Low,634265.55,Very High,High-Value Loyalists,949.95613199241
C101785,West,Organic Search,0.32135588,Medium,46262.99,High,Mid-Value Occasional Shoppers,14866.8838628812
C101786,North,Organic Search,0.0006655044,Low,447585.61,Very High,Mid-Value Occasional Shoppers,297.870192831684
C101787,North,Paid Ads,0.00067044,Low,431824.99,Very High,Mid-Value Occasional Shoppers,289.5127462956
C101788,South,Referral,0.07806758,Low,149818.35,High,High-Value Loyalists,11695.956024093
C101790,South,Social Media,0.8966315,High,3641.94,Low,Mid-Value Occasional Shoppers,3265.4781251100003
C101791,West,Social Media,0.5690697,Medium,23638.54,Medium,Mid-Value Occasional Shoppers,13451.976866238
C101792,West,Direct,0.0005344684,Low,663034.55,Very High,High-Value Loyalists,354.37101508322
C101793,Central,Organic Search,0.0024979883,Low,536518.3,Very High,High-Value Loyalists,1340.2164361358905
C101794,South,Organic Search,0.9882734,High,429.56,Low,Low-Engagement / Dormant,424.522721704
C101795,West,Paid Ads,0.8876599,High,3219.64,Low,Mid-Value Occasional Shoppers,2857.945320436
C101796,West,Paid Ads,0.27892253,Low,62962.8,High,Mid-Value Occasional Shoppers,17561.743471884
C101797,Central,Organic Search,0.17074597,Low,93360.51,High,Low-Engagement / Dormant,15940.9308396447
C101798,West,Email Marketing,0.78271455,High,13571.72,Medium,Mid-Value Occasional Shoppers,10622.782712526
C101799,South,Social Media,0.55043095,Medium,71207.03,High,Mid-Value Occasional Shoppers,39194.553169578496
C101800,North,Direct,0.074380785,Low,219016.67,Very High,Mid-Value Occasional Shoppers,16290.631842685953
C101801,Central,Direct,0.42179847,Medium,40280.58,Medium,Mid-Value Occasional Shoppers,16990.2870147126
C101802,West,Social Media,0.5749441,Medium,52470.19,High,Low-Engagement / Dormant,30167.426166379
C101803,West,Email Marketing,0.63917357,High,17812.76,Medium,Mid-Value Occasional Shoppers,11385.4454007532
C101804,West,Referral,0.80203974,High,10150.08,Medium,Low-Engagement / Dormant,8140.7675241792
C101806,West,Social Media,0.79205143,High,36451.83,Medium,Mid-Value Occasional Shoppers,28871.724077616906
C101807,Central,Direct,0.8282988,High,20316.42,Medium,Mid-Value Occasional Shoppers,16828.066306295997
C101808,Central,Referral,0.68394107,High,12992.82,Medium,Mid-Value Occasional Shoppers,8886.3232131174
C101809,South,Referral,0.20461716,Low,89766.86,High,Mid-Value Occasional Shoppers,18367.8399553176
C101810,North,Organic Search,0.9660405,High,380.91,Low,Low-Engagement / Dormant,367.974486855
C101813,West,Social Media,0.94644684,High,4018.59,Low,Mid-Value Occasional Shoppers,3803.3818067556
C101814,West,Social Media,0.050880544,Low,338404.1,Very High,Mid-Value Occasional Shoppers,17218.1846998304
C101815,South,Social Media,0.14270464,Low,92423.29,High,Mid-Value Occasional Shoppers,13189.232327065598
C101816,South,Organic Search,0.5995441,Medium,42454.2,Medium,Mid-Value Occasional Shoppers,25453.16513022
C101817,East,Referral,0.66582096,High,27404.88,Medium,Mid-Value Occasional Shoppers,18246.7435102848
C101818,West,Organic Search,0.60703444,High,18420.39,Medium,Mid-Value Occasional Shoppers,11181.8111282316
C101819,East,Organic Search,0.12793405,Low,110725.98,High,Mid-Value Occasional Shoppers,14165.623061619
C101820,North,Organic Search,0.68474823,High,18589.57,Medium,Mid-Value Occasional Shoppers,12729.1751539611
C101821,South,Social Media,0.0014437538,Low,652124.08,Very High,High-Value Loyalists,941.506618571504
C101822,East,Organic Search,0.7582325,High,12312.46,Medium,Mid-Value Occasional Shoppers,9335.70732695
C101823,East,Paid Ads,0.96839696,High,887.03,Low,Low-Engagement / Dormant,858.9971554287999
C101825,Central,Paid Ads,0.9796872,High,461.02,Low,Low-Engagement / Dormant,451.655392944
C101826,North,Email Marketing,0.42574316,Medium,49150.13,High,Mid-Value Occasional Shoppers,20925.3316606108
C101827,North,Paid Ads,0.124583,Low,170005.93,High,Mid-Value Occasional Shoppers,21179.84877719
C101828,South,Organic Search,0.9397576,High,7311.41,Low,Mid-Value Occasional Shoppers,6870.953114215999
C101829,South,Referral,0.12854685,Low,116992.76,High,Mid-Value Occasional Shoppers,15039.050770805998
C101830,South,Paid Ads,0.010471354,Low,158923.73,High,Mid-Value Occasional Shoppers,1664.14663583042
C101831,North,Direct,0.9833313,High,1163.81,Low,Low-Engagement / Dormant,1144.410800253
C101832,North,Organic Search,0.7573459,High,4494.74,Low,Low-Engagement / Dormant,3404.072910566
C101833,West,Email Marketing,0.98045325,High,318.9,Low,Low-Engagement / Dormant,312.666541425
C101834,North,Paid Ads,0.73747,High,9293.43,Medium,Mid-Value Occasional Shoppers,6853.6258221
C101835,West,Email Marketing,0.6326665,High,25290.55,Medium,Mid-Value Occasional Shoppers,16000.483751575
C101836,South,Organic Search,0.0011035627,Low,382590.63,Very High,Mid-Value Occasional Shoppers,422.212748637501
C101837,South,Social Media,0.20502794,Low,219495.8,Very High,Mid-Value Occasional Shoppers,45002.77171265199
C101838,North,Organic Search,0.99119663,High,1559.81,Low,Low-Engagement / Dormant,1546.0784154403
C101839,North,Email Marketing,0.35263184,Medium,50363.72,High,Low-Engagement / Dormant,17759.8512528448
C101840,South,Organic Search,0.6641694,High,7670.44,Low,Low-Engagement / Dormant,5094.471532536
C101841,West,Paid Ads,0.45308438,Medium,66326.92,High,Mid-Value Occasional Shoppers,30051.6914255096
C101842,Central,Social Media,0.40535972,Medium,50268.72,High,Mid-Value Occasional Shoppers,20376.9142639584
C101843,North,Paid Ads,0.0006195499,Low,760281.12,Very High,High-Value Loyalists,471.032091867888
C101844,North,Referral,0.037298307,Low,484308.92,Very High,Mid-Value Occasional Shoppers,18063.90278099844
C101845,North,Referral,0.8928835,High,4392.51,Low,Mid-Value Occasional Shoppers,3921.999702585
C101846,West,Organic Search,0.90453833,High,3095.04,Low,Mid-Value Occasional Shoppers,2799.5823128832
C101847,North,Referral,0.0010790044,Low,370226.0,Very High,Mid-Value Occasional Shoppers,399.4754829944
C101849,Central,Social Media,0.0008723584,Low,443671.72,Very High,Mid-Value Occasional Shoppers,387.040751784448
C101850,Central,Organic Search,0.32553604,Medium,99369.63,High,Mid-Value Occasional Shoppers,32348.3958464652
C101851,West,Paid Ads,0.00027483015,Low,675307.81,Very High,High-Value Loyalists,185.5949467184715
C101852,North,Email Marketing,0.9753039,High,296.14,Low,Low-Engagement / Dormant,288.826496946
C101853,South,Direct,0.0007677254,Low,597664.45,Very High,Mid-Value Occasional Shoppers,458.84217894202993
C101854,North,Direct,0.088674895,Low,186043.91,High,Mid-Value Occasional Shoppers,16497.42418463945
C101855,West,Referral,0.69128215,High,24664.98,Medium,Mid-Value Occasional Shoppers,17050.460404107
C101856,West,Organic Search,0.9094085,High,2061.78,Low,Low-Engagement / Dormant,1875.00025713
C101857,North,Paid Ads,0.65255594,High,13516.24,Medium,Mid-Value Occasional Shoppers,8820.102698465598
C101859,East,Referral,0.7475233,High,11566.65,Medium,Mid-Value Occasional Shoppers,8646.340377945
C101860,West,Organic Search,0.009245745,Low,341372.21,Very High,High-Value Loyalists,3156.2404037464503
C101861,North,Direct,0.0033318202,Low,475825.96,Very High,High-Value Loyalists,1585.366545212392
C101862,South,Organic Search,0.8199676,High,6910.55,Low,Mid-Value Occasional Shoppers,5666.42709818
C101863,North,Organic Search,0.042535737,Low,376852.8,Very High,High-Value Loyalists,16029.7115885136
C101864,West,Email Marketing,0.8981913,High,4387.63,Low,Mid-Value Occasional Shoppers,3940.931093619
C101865,North,Organic Search,0.92221856,High,1053.13,Low,Low-Engagement / Dormant,971.2160320928
C101866,South,Organic Search,0.90951335,High,1781.55,Low,Low-Engagement / Dormant,1620.3435086925
C101867,West,Social Media,0.00091747433,Low,565112.38,Very High,Mid-Value Occasional Shoppers,518.4761022152054
C101869,East,Organic Search,0.9607384,High,621.09,Low,Low-Engagement / Dormant,596.705012856
C101870,West,Paid Ads,0.19781373,Low,324765.22,Very High,Mid-Value Occasional Shoppers,64243.01954247059
C101871,East,Organic Search,0.01936944,Low,243651.28,Very High,High-Value Loyalists,4719.388848883201
C101872,East,Social Media,0.62951887,High,44198.18,Medium,Mid-Value Occasional Shoppers,27823.5883296566
C101873,South,Paid Ads,0.0025730869,Low,476791.16,Very High,Mid-Value Occasional Shoppers,1226.8250878318038
C101874,North,Social Media,0.7274682,High,6744.43,Low,Mid-Value Occasional Shoppers,4906.358352126001
C101875,South,Paid Ads,0.0090306,Low,193577.1,High,Mid-Value Occasional Shoppers,1748.11735926
C101876,North,Direct,0.00089812675,Low,555234.26,Very High,High-Value Loyalists,498.670741422455
C101877,East,Social Media,0.44228867,Medium,29430.98,Medium,Mid-Value Occasional Shoppers,13016.9890009966
C101878,East,Referral,0.001622672,Low,404665.97,Very High,Mid-Value Occasional Shoppers,656.6401388718399
C101879,North,Paid Ads,0.7190214,High,26437.11,Medium,Mid-Value Occasional Shoppers,19008.847844154003
C101881,West,Paid Ads,0.1409557,Low,113537.99,High,Mid-Value Occasional Shoppers,16003.826857043
C101882,East,Social Media,0.0012970016,Low,751573.18,Very High,High-Value Loyalists,974.791616977088
C101883,Central,Organic Search,0.33051342,Medium,23578.52,Medium,Mid-Value Occasional Shoppers,7793.0172837384
C101884,South,Organic Search,0.98399377,High,291.9,Low,Low-Engagement / Dormant,287.227781463
C101885,South,Paid Ads,0.010398614,Low,475385.66,Very High,Mid-Value Occasional Shoppers,4943.35197947524
C101887,East,Organic Search,0.88792825,High,1890.07,Low,Low-Engagement / Dormant,1678.2465474775
C101888,North,Social Media,0.6620646,High,22647.33,Medium,Mid-Value Occasional Shoppers,14993.995477518
C101889,Central,Referral,0.19153535,Low,107997.16,High,Low-Engagement / Dormant,20685.273839606
C101890,South,Organic Search,0.18447287,Low,118300.07,High,Mid-Value Occasional Shoppers,21823.153434100903
C101891,East,Referral,0.025898676,Low,167939.69,High,Mid-Value Occasional Shoppers,4349.41561885044
C101892,East,Organic Search,0.005101834,Low,431861.48,Very High,Mid-Value Occasional Shoppers,2203.28558195432
C101893,South,Direct,0.06921772,Low,269535.83,Very High,Mid-Value Occasional Shoppers,18656.6556109076
C101894,West,Social Media,0.4862324,Medium,56377.83,High,Low-Engagement / Dormant,27412.727587692003
C101895,West,Paid Ads,0.0038114765,Low,523316.95,Very High,Mid-Value Occasional Shoppers,1994.6102569766751
C101897,East,Paid Ads,0.04471244,Low,142969.17,High,High-Value Loyalists,6392.500435474801
C101898,East,Paid Ads,0.5513892,Medium,25451.56,Medium,Mid-Value Occasional Shoppers,14033.715307152
C101899,South,Paid Ads,0.0015466978,Low,588366.65,Very High,High-Value Loyalists,910.02540314837
C101900,West,Direct,0.286945,Low,60777.01,High,Low-Engagement / Dormant,17439.65913445
C101901,South,Email Marketing,0.0004257618,Low,616419.78,Very High,Mid-Value Occasional Shoppers,262.447995088404
C101902,South,Social Media,0.19311474,Low,92644.81,High,Mid-Value Occasional Shoppers,17891.0783954994
C101903,North,Email Marketing,0.002598182,Low,877779.46,Very High,Mid-Value Occasional Shoppers,2280.63079294172
C101904,West,Organic Search,0.7929777,High,10943.82,Medium,Mid-Value Occasional Shoppers,8678.205212814
C101905,North,Social Media,0.8045456,High,8871.75,Low,Mid-Value Occasional Shoppers,7137.7274268
C101906,Central,Paid Ads,0.5720153,Medium,34409.35,Medium,Mid-Value Occasional Shoppers,19682.674663055
C101907,North,Paid Ads,0.027002398,Low,186612.1,High,Mid-Value Occasional Shoppers,5038.9741958158
C101908,South,Email Marketing,0.98512113,High,596.03,Low,Low-Engagement / Dormant,587.1617471139
C101909,North,Email Marketing,0.5466568,Medium,36325.82,Medium,Low-Engagement / Dormant,19857.756518576003
C101910,South,Email Marketing,0.88974684,High,9160.5,Medium,Mid-Value Occasional Shoppers,8150.52592782
C101911,South,Social Media,0.7053822,High,22438.8,Medium,Low-Engagement / Dormant,15827.93010936
C101912,West,Paid Ads,0.8768601,High,5828.86,Low,Mid-Value Occasional Shoppers,5111.094762486
C101913,North,Referral,0.4141563,Medium,12587.03,Medium,Mid-Value Occasional Shoppers,5212.997772789
C101914,South,Organic Search,0.12301054,Low,199906.36,High,Mid-Value Occasional Shoppers,24590.5892930344
C101915,North,Email Marketing,0.9944383,High,300.33,Low,Low-Engagement / Dormant,298.659654639
C101916,South,Organic Search,0.50243616,Medium,40369.35,Medium,Mid-Value Occasional Shoppers,20283.021195696
C101917,Central,Email Marketing,0.2686217,Low,67273.93,High,Mid-Value Occasional Shoppers,18071.237442281
C101918,South,Referral,0.1233012,Low,217917.71,High,Mid-Value Occasional Shoppers,26869.515144252
C101919,West,Organic Search,0.0037085158,Low,512933.73,Very High,High-Value Loyalists,1902.222842057934
C101920,East,Organic Search,0.037069682,Low,316804.74,Very High,Mid-Value Occasional Shoppers,11743.85096789268
C101921,South,Paid Ads,0.7111734,High,21250.95,Medium,Low-Engagement / Dormant,15113.11036473
C101923,North,Email Marketing,0.18118253,Low,165018.81,High,Mid-Value Occasional Shoppers,29898.5254933893
C101924,Central,Organic Search,0.14491205,Low,131785.78,High,Mid-Value Occasional Shoppers,19097.347540649
C101925,East,Paid Ads,0.56151575,Medium,25463.79,Medium,Mid-Value Occasional Shoppers,14298.3191396925
